county,year,precipitation,maximum_temperature,palmer_modified_drought_index_(pmdi),average_temperature,palmer_z-index,minimum_temperature,palmer_hydrological_drought_index_(phdi),palmer_drought_severity_index_(pdsi),heating_degree_days,cooling_degree_days
piute county,2014,15.57,58.6,-0.82,45.6,0.18,32.6,-1.28,-1.28,7177,120
piute county,2015,18.75,58.6,1.24,45.8,1.28,33.0,1.45,1.45,7091,117
piute county,2016,16.62,58.4,-0.58,45.3,0.21,32.2,-0.58,-0.58,7310,152
piute county,2017,15.74,59.9,-2.51,46.4,-2.93,33.0,-2.51,-2.51,6947,183
piute county,2018,16.35,58.8,-0.32,45.4,0.21,32.0,-2.44,1.60,7357,232
piute county,2019,23.26,55.9,3.16,42.9,1.55,30.0,3.16,3.16,8137,107
piute county,2020,8.52,59.5,-4.51,46.0,-1.72,32.5,-4.51,-4.51,7113,221
piute county,2021,18.56,59.1,-0.53,45.5,4.14,32.0,-2.28,-2.28,7293,210
piute county,2022,12.65,58.3,-1.61,44.4,1.64,30.6,-2.35,0.55,7631,173
piute county,2023,19.53,56.9,-1.21,43.9,-2.10,31.0,-1.21,-1.21,7799,150
daggett county,1990,14.36,54.5,-2.97,41.8,-0.07,29.1,-3.00,-3.00,8540,111
daggett county,1991,16.03,53.1,0.27,40.8,-1.29,28.5,1.01,-0.43,8893,82
daggett county,1992,13.11,55.0,-1.50,42.4,-0.35,29.8,-1.99,0.26,8272,54
daggett county,1993,16.19,52.0,1.04,39.6,-0.32,27.1,1.33,1.33,9256,21
daggett county,1994,15.33,55.5,2.45,42.7,0.51,29.8,2.45,2.45,8274,177
daggett county,1995,16.30,54.3,-0.67,42.0,-1.71,29.7,1.40,-1.59,8452,69
daggett county,1996,16.68,54.6,0.78,41.9,0.78,29.2,0.78,0.78,8542,145
daggett county,1997,18.62,53.2,2.22,40.9,-0.61,28.6,2.53,2.53,8833,65
daggett county,1998,17.52,53.7,1.96,41.8,-0.41,29.8,2.37,2.37,8581,142
daggett county,1999,15.98,55.2,-1.68,42.4,-0.98,29.5,-1.68,-1.68,8316,92
daggett county,2000,14.60,55.5,-0.98,42.9,-0.76,30.3,-1.86,-1.86,8202,182
daggett county,2001,12.41,56.1,-2.91,43.1,-1.19,30.2,-2.91,-2.91,8133,194
daggett county,2002,10.01,55.2,-4.81,42.0,-1.86,28.9,-4.81,-4.81,8576,225
daggett county,2003,14.22,56.0,-2.90,43.5,0.54,31.0,-3.31,-3.31,8057,253
daggett county,2004,16.50,54.2,2.13,42.0,0.37,29.7,2.13,2.13,8429,64
daggett county,2005,14.62,55.0,-0.48,42.3,-1.23,29.7,0.70,-0.66,8335,103
daggett county,2006,13.47,55.1,-0.52,42.3,-0.04,29.4,-1.81,-1.81,8431,172
daggett county,2007,12.46,56.0,-3.16,43.1,-0.71,30.0,-3.16,-3.16,8217,232
daggett county,2008,12.32,53.5,-3.14,40.7,-0.54,27.9,-3.14,-3.14,8954,123
daggett county,2009,14.65,53.9,-1.24,41.2,-1.00,28.6,-1.77,-1.77,8712,60
daggett county,2010,15.43,54.2,0.72,41.6,1.89,29.0,0.72,0.72,8597,90
daggett county,2011,16.25,53.1,0.15,40.6,-1.03,28.1,1.19,-0.61,8957,87
daggett county,2012,8.00,57.6,-5.53,44.1,-0.54,30.6,-5.53,-5.53,7784,205
daggett county,2013,14.12,53.9,-2.22,41.3,0.30,28.6,-3.18,-3.18,8797,170
daggett county,2014,15.11,55.8,-0.05,43.2,-0.61,30.6,-1.68,-1.68,8019,106
daggett county,2015,16.31,55.9,0.03,43.6,-0.20,31.2,-1.14,-0.51,7896,94
daggett county,2016,17.16,55.8,-0.12,43.1,0.69,30.3,0.76,0.76,8124,136
daggett county,2017,14.02,55.4,-1.94,42.7,-1.89,30.1,-1.94,-1.94,8247,141
daggett county,2018,10.69,55.5,-3.95,42.7,-0.94,29.9,-4.39,0.13,8308,201
daggett county,2019,19.39,52.1,2.15,39.9,2.15,27.7,2.15,2.15,9269,139
daggett county,2020,10.04,56.1,-2.56,42.3,-1.09,28.4,-2.56,-2.56,8416,164
daggett county,2021,16.11,56.4,-0.89,43.3,1.09,30.3,-1.60,-1.60,8098,219
daggett county,2022,14.91,55.4,0.24,42.0,0.91,28.7,-0.72,0.44,8509,178
daggett county,2023,16.22,54.0,-1.08,40.7,-1.83,27.4,-1.08,-1.08,8928,109
iron county,1990,15.16,62.5,-1.77,48.5,0.14,34.6,-2.01,-2.01,6450,475
iron county,1991,12.99,61.4,-0.01,47.8,-0.73,34.1,-0.89,0.40,6670,398
iron county,1992,15.72,62.4,0.44,49.0,1.31,35.6,0.44,0.44,6185,366
iron county,1993,16.29,61.1,-0.85,47.6,-0.99,34.2,0.58,-0.87,6574,274
iron county,1994,14.84,62.9,1.87,49.3,0.47,35.6,1.87,1.87,6357,663
iron county,1995,15.45,63.1,-1.36,49.3,-1.00,35.5,1.25,-2.05,6105,380
iron county,1996,13.44,64.3,-0.69,50.2,0.66,36.1,-1.97,0.87,6004,623
iron county,1997,15.99,62.3,0.96,48.7,-1.18,35.1,1.68,1.68,6304,404
iron county,1998,20.03,60.8,4.07,47.5,-0.43,34.3,4.29,-0.14,6756,425
iron county,1999,11.05,63.5,-2.05,49.2,-1.96,34.8,-2.05,-2.05,6085,319
iron county,2000,15.38,63.7,0.91,50.1,-0.96,36.5,-0.94,1.27,5956,559
iron county,2001,12.04,64.1,-1.46,50.0,0.04,36.0,-1.55,-1.55,5996,580
iron county,2002,7.05,64.0,-4.39,49.4,-1.01,34.8,-4.58,-4.58,6313,654
iron county,2003,10.78,64.6,-3.77,50.7,0.87,36.8,-4.18,-4.18,5833,670
iron county,2004,17.44,62.3,3.72,48.9,2.34,35.4,3.72,3.72,6265,423
iron county,2005,19.42,62.7,2.04,49.3,-1.05,35.9,3.31,-0.96,6117,418
iron county,2006,14.75,63.4,-0.48,49.3,0.01,35.1,-0.48,-0.48,6255,549
iron county,2007,11.84,64.6,-1.78,50.1,1.65,35.6,-2.50,-2.50,6055,644
iron county,2008,12.47,63.1,-0.85,48.8,1.35,34.4,-1.52,-1.52,6418,531
iron county,2009,10.44,63.3,-2.10,49.0,0.73,34.6,-2.46,0.24,6309,490
iron county,2010,20.75,62.1,4.35,48.6,6.81,35.1,4.35,4.35,6445,491
iron county,2011,14.90,62.0,2.52,48.0,-0.93,33.9,3.12,-0.41,6608,435
iron county,2012,14.58,65.0,-0.22,50.6,0.43,36.2,-1.20,-1.20,5746,535
iron county,2013,15.68,62.3,0.43,48.0,-0.45,33.8,1.28,-0.48,6684,515
iron county,2014,13.86,65.0,-0.80,51.0,-0.38,37.0,-1.89,-1.89,5585,491
iron county,2015,17.14,64.7,0.47,50.9,0.70,37.1,-0.72,0.62,5660,541
iron county,2016,14.31,64.3,0.30,50.5,1.50,36.7,-0.66,0.50,5860,594
iron county,2017,14.02,65.0,-2.15,50.9,-2.14,36.8,-2.15,-2.15,5726,615
iron county,2018,13.89,64.5,-0.68,50.6,-0.38,36.6,-2.14,0.97,5956,719
iron county,2019,20.09,61.2,2.87,47.7,1.68,34.3,3.23,1.61,6728,468
iron county,2020,7.19,65.6,-3.90,51.0,-1.54,36.4,-3.90,-3.90,5758,686
iron county,2021,15.29,65.1,-0.62,51.0,2.68,36.8,-2.27,-2.27,5808,718
iron county,2022,12.89,64.4,0.35,50.1,0.70,35.8,-1.45,1.25,6074,662
iron county,2023,17.84,62.1,-0.99,48.5,-2.36,34.9,1.01,1.01,6473,504
utah county,1990,17.33,59.2,-2.65,46.8,-2.65,34.3,-2.65,-2.65,7042,426
utah county,1991,19.36,57.6,0.19,45.6,0.19,33.6,1.08,-0.57,7420,360
utah county,1992,17.02,59.9,-0.20,47.5,-0.20,35.1,-1.37,0.77,6683,310
utah county,1993,22.40,56.6,1.35,44.5,1.35,32.4,2.16,-0.58,7583,142
utah county,1994,19.52,60.3,1.58,47.9,1.58,35.5,1.58,1.58,6794,596
utah county,1995,23.41,59.5,0.43,47.2,0.43,34.8,2.09,2.09,6780,290
utah county,1996,23.46,59.7,1.72,47.1,1.72,34.5,1.72,1.72,6940,449
utah county,1997,22.47,58.5,1.30,46.2,1.30,33.9,2.01,2.01,7136,322
utah county,1998,24.09,58.2,2.06,46.4,2.06,34.6,2.91,2.91,7128,386
utah county,1999,18.27,60.1,-2.44,47.2,-2.44,34.3,-2.44,-2.44,6787,318
utah county,2000,19.78,60.3,-0.55,48.0,-0.55,35.8,-1.34,-1.34,6694,538
utah county,2001,15.79,60.7,-1.46,48.2,-1.46,35.6,-2.24,-2.24,6645,551
utah county,2002,13.30,59.3,-2.23,46.4,-2.23,33.5,-2.78,-2.78,7262,501
utah county,2003,17.75,60.8,0.10,48.4,0.10,36.0,-1.45,1.17,6554,544
utah county,2004,19.64,58.7,2.06,46.6,2.06,34.5,2.06,2.06,6963,307
utah county,2005,22.48,59.6,0.79,47.3,0.79,35.0,1.77,1.77,6777,353
utah county,2006,20.13,59.7,-0.52,47.1,-0.52,34.4,-0.52,-0.52,6966,455
utah county,2007,16.23,60.8,-1.58,47.9,-1.58,34.9,-2.16,0.42,6805,586
utah county,2008,18.07,58.4,-0.73,45.7,-0.73,32.9,0.11,0.11,7416,397
utah county,2009,20.11,58.7,-1.28,46.0,-1.28,33.4,-1.28,-1.28,7215,320
utah county,2010,23.50,58.7,3.76,46.5,3.76,34.2,3.76,3.76,7079,354
utah county,2011,20.95,57.8,1.13,45.5,1.13,33.1,2.44,-0.95,7459,361
utah county,2012,16.45,61.8,-2.07,48.9,-2.07,36.1,-2.54,-2.54,6335,519
utah county,2013,15.15,58.3,-2.02,45.9,-2.02,33.5,-2.25,-2.25,7420,490
utah county,2014,19.81,60.6,-0.48,48.2,-0.48,35.9,0.83,-0.80,6472,396
utah county,2015,16.21,61.5,-1.74,49.2,-1.74,36.8,-2.04,-2.04,6211,441
utah county,2016,17.71,61.1,-1.33,48.6,-1.33,36.2,-1.83,0.33,6466,515
utah county,2017,19.13,61.2,-3.14,48.6,-3.14,36.1,-3.14,-3.14,6502,543
utah county,2018,17.25,60.9,-1.39,48.4,-1.39,35.9,-2.80,0.98,6658,634
utah county,2019,23.88,58.1,0.09,46.2,0.09,34.3,1.42,-0.81,7261,440
utah county,2020,10.51,61.6,-4.92,48.5,-4.92,35.4,-4.92,-4.92,6552,581
utah county,2021,19.60,61.3,-0.41,48.9,-0.41,36.5,-2.38,1.38,6481,646
utah county,2022,16.52,60.2,0.60,47.5,0.60,34.9,-0.81,0.88,6942,610
utah county,2023,22.51,58.7,-1.08,46.9,-1.08,35.1,-1.08,-1.08,7022,455
uintah county,1990,11.59,59.2,-2.93,46.1,0.13,33.0,-3.08,-3.08,7300,444
uintah county,1991,11.44,57.3,-0.64,44.5,-1.27,31.8,-1.29,-1.29,7804,360
uintah county,1992,12.36,58.9,-1.23,46.1,0.15,33.3,-1.64,0.19,7162,288
uintah county,1993,14.30,56.1,1.72,43.5,-1.08,30.8,2.24,-0.36,7995,188
uintah county,1994,12.58,60.4,2.04,47.3,-0.02,34.2,2.11,2.11,6975,573
uintah county,1995,12.73,59.4,-0.14,46.4,-1.64,33.5,2.08,-1.76,7051,301
uintah county,1996,12.96,59.8,0.66,46.4,0.17,33.1,-0.76,0.89,7224,488
uintah county,1997,16.81,57.1,3.29,44.6,-0.79,32.1,3.65,3.65,7716,319
uintah county,1998,13.98,58.8,2.00,46.3,-0.60,33.8,2.31,-0.20,7221,434
uintah county,1999,12.38,60.4,-2.01,46.8,-1.52,33.3,-2.01,-2.01,6931,328
uintah county,2000,11.75,60.5,-1.55,47.6,-1.29,34.7,-2.13,-2.13,6871,551
uintah county,2001,10.73,60.7,-2.84,47.4,-0.93,34.2,-2.84,-2.84,6927,551
uintah county,2002,8.30,59.4,-2.41,45.9,-1.04,32.3,-3.62,-3.62,7542,609
uintah county,2003,10.07,60.4,-2.18,47.5,1.01,34.6,-3.10,-3.10,6975,635
uintah county,2004,13.29,58.9,2.68,46.2,0.42,33.6,2.68,2.68,7140,333
uintah county,2005,13.39,59.8,0.80,46.9,-1.55,34.1,2.08,-0.93,6945,384
uintah county,2006,12.85,60.0,1.13,46.8,-0.43,33.6,1.59,-0.24,7139,511
uintah county,2007,10.13,60.6,-0.78,46.9,2.42,33.3,-1.84,0.81,7230,656
uintah county,2008,10.92,58.2,-0.19,44.6,0.78,31.1,-0.79,-0.79,7856,465
uintah county,2009,11.27,58.8,-1.21,45.5,0.47,32.2,-1.51,-1.51,7465,383
uintah county,2010,13.93,58.5,2.05,45.6,4.83,32.6,2.05,2.05,7485,444
uintah county,2011,13.80,57.4,2.29,44.6,-0.93,31.7,2.93,-0.39,7839,432
uintah county,2012,6.83,62.8,-4.37,48.9,0.55,35.1,-4.63,-4.63,6449,623
uintah county,2013,12.37,57.5,-0.38,44.5,-0.19,31.4,-1.87,-1.87,8050,591
uintah county,2014,11.99,60.6,-0.15,47.7,-0.75,34.7,-1.75,-1.75,6733,443
uintah county,2015,14.46,60.9,0.02,48.2,0.49,35.5,-1.08,0.61,6573,466
uintah county,2016,14.80,60.3,0.39,47.4,0.35,34.6,1.17,1.17,6885,509
uintah county,2017,10.10,61.4,-3.04,48.2,-1.99,34.9,-3.04,-3.04,6675,563
uintah county,2018,8.27,61.6,-4.12,48.2,-0.91,34.8,-4.63,0.20,6794,714
uintah county,2019,14.43,57.6,0.90,44.8,1.32,32.0,2.02,-0.51,7858,522
uintah county,2020,7.41,61.0,-3.76,47.2,-0.68,33.4,-3.76,-3.76,7108,652
uintah county,2021,13.03,61.0,-0.65,48.0,1.74,35.0,-1.77,-1.77,6851,688
uintah county,2022,10.69,60.8,-0.82,47.1,1.34,33.5,-1.81,0.62,7146,673
uintah county,2023,11.30,58.0,-1.50,45.1,-1.69,32.2,-1.50,-1.50,7718,520
box elder county,1990,9.75,61.0,-4.62,48.0,-1.65,34.9,-4.62,-4.62,6833,644
box elder county,1991,11.88,59.2,-1.31,46.9,-1.87,34.7,-2.01,-2.01,7169,605
box elder county,1992,9.29,61.9,-3.07,49.0,0.47,36.1,-3.80,0.46,6393,575
box elder county,1993,13.78,56.9,0.67,44.6,-2.07,32.3,2.10,-1.11,7618,223
box elder county,1994,10.45,62.0,-1.94,49.2,-1.11,36.4,-2.64,0.34,6477,781
box elder county,1995,17.16,60.7,2.18,48.3,0.76,35.9,3.43,3.43,6475,408
box elder county,1996,15.03,60.8,2.77,48.2,4.95,35.7,2.77,2.77,6683,608
box elder county,1997,13.58,59.7,1.62,47.5,-1.67,35.3,2.86,2.86,6848,503
box elder county,1998,17.95,59.6,3.36,48.0,-1.96,36.3,4.66,-1.06,6808,620
box elder county,1999,10.86,61.5,-2.56,48.4,-2.12,35.2,-2.56,-2.56,6540,501
box elder county,2000,11.63,61.9,-1.93,49.3,-1.00,36.7,-2.39,-2.39,6443,748
box elder county,2001,9.75,62.3,-1.87,49.2,1.75,36.1,-3.18,-3.18,6550,826
box elder county,2002,9.29,60.1,-1.78,47.4,-0.86,34.6,-2.23,-2.23,7094,708
box elder county,2003,9.68,62.8,-2.44,50.3,1.98,37.7,-3.38,-3.38,6195,880
box elder county,2004,13.95,60.0,1.88,47.9,1.39,35.7,1.88,1.88,6752,542
box elder county,2005,17.90,60.3,4.49,47.9,1.82,35.6,4.49,4.49,6755,566
box elder county,2006,13.34,61.0,0.69,48.3,-1.09,35.5,1.73,-0.64,6779,721
box elder county,2007,8.83,62.6,-3.82,49.4,0.59,36.2,-4.10,-4.10,6540,880
box elder county,2008,8.84,60.2,-3.25,47.2,0.39,34.2,-3.46,-3.46,7140,679
box elder county,2009,13.32,59.9,-1.04,47.3,-0.69,34.7,-1.04,-1.04,6998,562
box elder county,2010,13.59,59.5,2.14,47.4,3.90,35.4,2.14,2.14,6894,518
box elder county,2011,12.54,58.9,0.59,46.6,-2.54,34.4,2.09,-1.09,7247,590
box elder county,2012,9.25,63.4,-3.44,50.2,1.07,37.1,-3.90,-3.90,6144,789
box elder county,2013,9.46,59.5,-3.77,47.2,-1.11,34.9,-3.77,-3.77,7265,826
box elder county,2014,13.42,61.8,-0.42,50.0,-0.14,38.2,-1.83,-1.83,6068,637
box elder county,2015,14.63,62.6,0.81,50.8,0.23,39.0,-0.89,1.03,5878,730
box elder county,2016,15.70,61.3,1.95,49.5,2.55,37.8,1.95,1.95,6318,713
box elder county,2017,13.17,61.1,-1.55,49.2,-1.92,37.2,-1.55,-1.55,6552,806
box elder county,2018,10.05,61.6,-2.46,49.7,-1.00,37.8,-3.12,0.31,6418,871
box elder county,2019,15.50,58.4,1.72,47.0,-0.31,35.7,2.46,-0.44,7134,619
box elder county,2020,7.86,61.9,-4.06,49.4,-1.58,36.9,-4.06,-4.06,6422,768
box elder county,2021,10.33,62.5,-3.13,50.4,-0.05,38.2,-3.83,-3.83,6261,957
box elder county,2022,9.87,60.8,-2.20,48.2,0.59,35.5,-3.03,0.56,6944,858
box elder county,2023,16.32,59.0,2.80,47.3,-0.23,35.6,3.21,3.21,7058,655
duchesne county,1990,16.76,54.0,-2.36,41.7,-0.95,29.3,-2.36,-2.36,8576,93
duchesne county,1991,17.51,52.8,-0.32,40.6,-1.61,28.5,0.69,-0.54,8931,70
duchesne county,1992,15.97,54.4,-1.55,42.1,0.08,29.8,-1.66,0.03,8367,45
duchesne county,1993,18.87,51.7,-0.68,39.6,-1.62,27.5,-0.68,-0.68,9235,11
duchesne county,1994,17.00,55.3,1.04,42.7,-0.33,30.2,1.29,1.29,8244,164
duchesne county,1995,19.99,54.3,-0.31,42.0,-0.98,29.6,1.43,-1.25,8448,53
duchesne county,1996,20.04,54.5,1.17,41.9,2.06,29.3,1.17,1.17,8515,125
duchesne county,1997,23.35,52.8,3.42,40.5,-0.46,28.2,3.65,3.65,8945,45
duchesne county,1998,20.31,53.3,2.35,41.4,-1.15,29.5,2.90,2.90,8674,99
duchesne county,1999,17.92,54.9,-1.82,42.1,-1.52,29.4,0.72,-2.00,8365,54
duchesne county,2000,18.05,55.4,-0.20,43.0,-0.51,30.7,-1.20,0.52,8133,151
duchesne county,2001,14.74,55.6,-2.33,43.0,-0.89,30.4,-2.33,-2.33,8129,133
duchesne county,2002,12.46,54.4,-2.13,41.5,-0.94,28.5,-3.43,-3.43,8735,188
duchesne county,2003,15.98,55.3,-1.16,42.9,0.63,30.6,-1.87,-1.87,8197,201
duchesne county,2004,19.77,53.8,3.10,41.7,1.87,29.5,3.10,3.10,8528,49
duchesne county,2005,18.99,54.7,0.10,42.4,-0.11,30.0,1.23,-0.59,8320,85
duchesne county,2006,18.49,54.7,0.63,42.1,-0.48,29.5,1.00,-0.16,8458,125
duchesne county,2007,14.07,55.4,-1.80,42.6,0.43,29.7,-2.05,-2.05,8349,187
duchesne county,2008,16.22,52.9,-1.45,40.1,0.04,27.4,-1.54,-1.54,9143,104
duchesne county,2009,16.77,53.6,-0.85,41.0,-0.15,28.5,-0.85,-0.85,8795,61
duchesne county,2010,21.33,53.1,3.03,40.9,5.48,28.7,3.03,3.03,8826,72
duchesne county,2011,20.16,52.4,2.06,40.1,-1.09,27.8,2.71,-0.40,9114,69
duchesne county,2012,12.35,56.8,-3.53,44.0,0.13,31.2,-3.64,-3.64,7765,150
duchesne county,2013,16.18,53.2,-0.94,40.9,-0.91,28.5,-2.02,-2.02,8914,145
duchesne county,2014,17.28,55.4,-0.36,43.3,-0.66,31.1,1.04,-0.93,8004,94
duchesne county,2015,18.39,56.4,0.45,44.3,-0.16,32.2,-0.77,-0.33,7643,112
duchesne county,2016,18.92,55.9,0.49,43.8,1.47,31.5,0.49,0.49,7881,147
duchesne county,2017,17.78,56.7,-2.82,44.1,-2.20,31.6,-2.82,-2.82,7755,167
duchesne county,2018,13.52,57.0,-2.92,44.0,-0.92,31.1,-4.21,0.84,7843,217
duchesne county,2019,21.49,53.0,0.01,40.8,0.29,28.7,1.30,-0.65,8903,122
duchesne county,2020,10.12,56.4,-4.23,43.3,-1.73,30.2,-4.23,-4.23,8062,194
duchesne county,2021,18.83,56.1,-0.50,43.8,1.82,31.5,-1.94,-1.94,7921,219
duchesne county,2022,14.97,55.4,-0.94,42.6,0.86,29.9,-1.41,0.29,8291,174
duchesne county,2023,17.69,53.3,-1.49,41.3,-2.08,29.3,-1.49,-1.49,8720,125
salt lake county,1990,18.65,59.6,-2.88,48.9,-1.36,38.2,-2.88,-2.88,6515,666
salt lake county,1991,24.07,57.9,0.99,47.7,-1.39,37.4,1.66,-0.46,6879,576
salt lake county,1992,18.61,60.2,0.00,49.6,1.03,38.9,-1.27,0.85,6138,537
salt lake county,1993,26.42,56.5,1.75,46.1,-1.27,35.8,2.62,-0.63,7081,243
salt lake county,1994,22.60,60.7,1.93,50.0,0.74,39.3,1.93,1.93,6246,820
salt lake county,1995,27.37,59.9,0.55,49.3,-0.58,38.7,2.04,2.04,6197,478
salt lake county,1996,26.70,60.1,1.54,49.3,2.44,38.5,1.54,1.54,6356,661
salt lake county,1997,24.17,58.9,0.13,48.4,-1.26,38.0,1.24,1.24,6551,555
salt lake county,1998,28.95,58.7,2.05,48.7,-1.36,38.7,2.89,2.89,6526,607
salt lake county,1999,21.45,60.5,-2.41,49.5,-1.68,38.5,-2.41,-2.41,6169,550
salt lake county,2000,22.09,60.7,-0.69,50.2,-0.73,39.8,-1.63,-1.63,6155,786
salt lake county,2001,19.44,61.2,-0.91,50.4,0.33,39.6,-1.97,-1.97,6118,831
salt lake county,2002,16.15,59.5,-2.76,48.5,-1.74,37.4,-2.76,-2.76,6723,732
salt lake county,2003,20.44,61.2,-0.01,50.7,2.68,40.2,-1.65,1.26,6000,838
salt lake county,2004,22.62,59.0,2.08,48.6,1.11,38.3,2.08,2.08,6445,520
salt lake county,2005,26.08,60.0,0.34,49.5,0.75,38.9,1.49,1.49,6218,582
salt lake county,2006,24.37,60.3,-0.46,49.4,-1.07,38.5,-0.46,-0.46,6354,701
salt lake county,2007,18.50,61.5,-1.53,50.2,1.25,38.9,-2.12,-2.12,6229,848
salt lake county,2008,19.93,59.0,-1.22,48.0,0.21,37.0,-1.40,0.07,6801,638
salt lake county,2009,23.30,59.1,-1.13,48.3,-0.60,37.6,-1.13,-1.13,6599,547
salt lake county,2010,26.98,59.2,3.19,48.7,4.97,38.3,3.19,3.19,6479,577
salt lake county,2011,26.20,58.3,0.09,47.8,-2.79,37.3,1.85,-1.31,6846,618
salt lake county,2012,17.75,62.6,-3.03,51.6,0.45,40.6,-3.26,-3.26,5697,834
salt lake county,2013,18.11,58.7,-2.75,48.3,-0.90,37.9,-2.75,-2.75,6842,787
salt lake county,2014,22.03,61.5,-1.06,50.9,-0.02,40.3,-1.13,-1.13,5769,648
salt lake county,2015,20.81,62.2,-0.66,51.7,0.57,41.2,-1.53,-1.53,5549,729
salt lake county,2016,21.37,61.9,-1.33,51.3,0.52,40.7,-1.82,0.17,5768,814
salt lake county,2017,22.31,62.0,-2.95,51.2,-2.22,40.4,-2.95,-2.95,5841,828
salt lake county,2018,17.78,62.0,-2.70,51.2,-0.16,40.4,-3.55,0.51,5925,916
salt lake county,2019,28.08,59.2,-0.66,48.9,-0.48,38.6,0.86,-0.94,6565,712
salt lake county,2020,13.26,62.0,-4.84,50.8,-2.61,39.6,-4.84,-4.84,5966,828
salt lake county,2021,21.96,62.1,-0.50,51.4,1.62,40.6,-2.27,-0.08,5887,943
salt lake county,2022,19.36,60.9,0.58,49.8,1.77,38.8,-0.78,0.87,6367,869
salt lake county,2023,26.73,59.7,-0.99,49.3,-1.41,38.9,-0.99,-0.99,6375,690
millard county,1990,10.50,64.8,-1.42,50.8,-0.25,36.8,-1.79,-1.79,6026,883
millard county,1991,10.96,62.9,0.69,49.4,-0.47,35.8,1.05,-0.16,6441,762
millard county,1992,7.74,65.3,-2.17,51.6,0.41,37.9,-2.40,0.14,5654,778
millard county,1993,10.57,62.2,0.53,48.9,-0.97,35.6,1.11,-0.32,6354,515
millard county,1994,11.18,65.6,2.06,51.9,-0.26,38.1,2.24,2.24,5794,1043
millard county,1995,10.90,65.5,-0.64,51.4,-1.12,37.2,1.94,-2.02,5625,659
millard county,1996,9.80,66.4,-0.41,52.0,-0.51,37.6,-1.39,0.55,5582,872
millard county,1997,13.11,63.9,1.86,50.4,-0.83,36.9,2.67,2.67,5998,714
millard county,1998,15.13,63.4,4.80,50.2,0.04,36.9,4.97,-0.05,6112,735
millard county,1999,8.57,66.2,-2.08,51.4,-1.50,36.5,-2.08,-2.08,5662,715
millard county,2000,11.79,66.3,1.32,52.4,-0.55,38.5,1.68,-0.18,5527,969
millard county,2001,8.05,66.4,-1.10,52.2,0.53,38.0,-1.68,-1.68,5652,1014
millard county,2002,6.58,65.8,-1.97,51.0,-0.79,36.2,-2.71,-2.71,6029,963
millard county,2003,9.22,66.9,-0.54,52.8,2.29,38.6,-1.97,1.10,5442,1030
millard county,2004,11.82,64.0,2.15,50.6,1.07,37.2,2.15,2.15,5954,740
millard county,2005,12.08,65.0,2.07,51.3,-0.83,37.6,3.27,-0.92,5737,766
millard county,2006,10.40,65.5,0.38,51.1,0.12,36.6,1.01,-0.29,5980,918
millard county,2007,8.35,66.2,-0.38,51.4,3.06,36.6,-1.69,-1.69,6019,1081
millard county,2008,7.99,65.1,-1.07,50.5,0.36,35.9,-1.33,-1.33,6138,886
millard county,2009,8.60,64.9,-1.25,50.4,0.68,36.0,-1.62,0.23,6098,802
millard county,2010,13.50,64.0,3.55,50.4,5.87,36.8,3.55,3.55,6094,799
millard county,2011,12.91,63.0,4.77,49.3,-1.27,35.6,5.62,-0.66,6480,796
millard county,2012,8.93,67.6,-0.62,53.0,2.22,38.4,-1.69,0.74,5326,996
millard county,2013,10.10,63.1,0.24,49.0,0.73,35.1,0.77,-0.12,6769,981
millard county,2014,10.61,66.8,0.19,52.6,0.27,38.4,1.51,-0.86,5348,845
millard county,2015,9.56,66.8,-1.52,52.9,0.35,39.1,-2.23,-2.23,5363,985
millard county,2016,8.47,66.0,-1.61,52.1,1.79,38.2,-2.39,0.60,5664,1005
millard county,2017,9.32,66.7,-1.98,52.6,-1.88,38.5,-1.98,-1.98,5495,991
millard county,2018,10.21,66.2,0.46,52.2,-0.07,38.3,-1.44,1.37,5770,1144
millard county,2019,12.46,63.7,2.91,50.0,0.27,36.3,3.65,-0.23,6309,871
millard county,2020,3.95,67.7,-4.88,52.8,-0.45,38.0,-4.88,-4.88,5527,1130
millard county,2021,11.09,67.1,1.48,52.7,3.99,38.3,-1.05,-1.05,5593,1139
millard county,2022,7.85,66.3,0.62,51.6,2.04,36.9,-1.01,1.18,5971,1127
millard county,2023,10.56,64.1,0.10,50.4,-2.05,36.8,1.82,1.82,6155,889
wasatch county,1990,22.80,53.0,-2.18,41.0,-1.31,29.1,-2.18,-2.18,8777,61
wasatch county,1991,24.23,52.2,-0.40,40.5,-2.03,28.7,0.73,-0.68,8991,51
wasatch county,1992,21.31,54.0,-0.76,42.0,0.85,30.0,-1.42,0.35,8415,35
wasatch county,1993,28.16,50.9,0.37,39.2,-1.82,27.5,1.47,-0.77,9383,0
wasatch county,1994,24.10,54.2,0.92,42.1,-0.34,30.1,-0.66,1.04,8435,132
wasatch county,1995,30.06,53.4,0.07,41.5,-0.46,29.7,1.64,1.64,8586,39
wasatch county,1996,31.80,53.6,2.09,41.4,3.62,29.3,2.09,2.09,8656,90
wasatch county,1997,27.94,52.5,1.48,40.6,-1.19,28.6,2.06,2.06,8909,35
wasatch county,1998,29.09,52.3,1.28,40.9,-1.76,29.5,2.16,2.16,8842,74
wasatch county,1999,23.47,54.1,-2.70,41.6,-2.29,29.1,-2.70,-2.70,8553,37
wasatch county,2000,24.69,54.3,-1.65,42.4,-0.87,30.6,-1.94,-1.94,8340,125
